date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:15	45099/45099	---M-Z	200	added ('OK')	text/html	etag:%22b02b-664dbb1d-765a1810ab7bde;gz%22	https://blogzine.webestica.com/index-4.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/index-5.html	(from https://blogzine.webestica.com/)
13:53:16	59282/59282	---M-Z	200	added ('OK')	text/html	etag:%22e792-664dbb1e-d896fdcd76059dbd;gz%22	https://blogzine.webestica.com/index-5.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/index-6.html	(from https://blogzine.webestica.com/)
13:53:16	28965/28965	---M-Z	200	added ('OK')	text/html	etag:%227125-664dbb1e-b8a5450b0e92cf42;gz%22	https://blogzine.webestica.com/index-6.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/index-7.html	(from https://blogzine.webestica.com/)
13:53:17	66195/66195	---M-Z	200	added ('OK')	text/html	etag:%2210293-664dbb1f-5731e938300970d3;gz%22	https://blogzine.webestica.com/index-7.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/index-8.html	(from https://blogzine.webestica.com/)
13:53:17	51858/51858	---M-Z	200	added ('OK')	text/html	etag:%22ca92-664dbb1f-e13a2314a5528548;gz%22	https://blogzine.webestica.com/index-8.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/index-9.html	(from https://blogzine.webestica.com/)
13:53:17	41553/41553	---M-Z	200	added ('OK')	text/html	etag:%22a251-664dbb1f-81a8469a06bc27ba;gz%22	https://blogzine.webestica.com/index-9.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/index-10.html	(from https://blogzine.webestica.com/)
13:53:18	53026/53026	---M-Z	200	added ('OK')	text/html	etag:%22cf22-664dbb20-8f2b3f22faaffd2a;gz%22	https://blogzine.webestica.com/index-10.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/index-11.html	(from https://blogzine.webestica.com/)
13:53:18	48003/48003	---M-Z	200	added ('OK')	text/html	etag:%22bb83-664dbb20-cb21c2d563398d6d;gz%22	https://blogzine.webestica.com/index-11.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/index-12.html	(from https://blogzine.webestica.com/)
13:53:18	45558/45558	---M-Z	200	added ('OK')	text/html	etag:%22b1f6-664dbb12-bdeed3aeffbf5f8c;gz%22	https://blogzine.webestica.com/shop-grid.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/shop-grid.html	(from https://blogzine.webestica.com/)
13:53:19	48546/48546	---M-Z	200	added ('OK')	text/html	etag:%22bda2-664dbb12-9d58fb5c46e11e35;gz%22	https://blogzine.webestica.com/shop-detail.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/shop-detail.html	(from https://blogzine.webestica.com/)
13:53:19	27906/27906	---M-Z	200	added ('OK')	text/html	etag:%226d02-664dbb21-7f0e808def744de3;gz%22	https://blogzine.webestica.com/my-cart.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/my-cart.html	(from https://blogzine.webestica.com/)
13:53:19	35018/35018	---M-Z	200	added ('OK')	text/html	etag:%2288ca-664dbb16-7d91756bd70ae72;gz%22	https://blogzine.webestica.com/checkout.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/checkout.html	(from https://blogzine.webestica.com/)
13:53:20	22113/22113	---M-Z	200	added ('OK')	text/html	etag:%225661-664dbb1b-76265225637d321d;gz%22	https://blogzine.webestica.com/empty-cart.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/empty-cart.html	(from https://blogzine.webestica.com/)
13:53:20	39900/39900	---M-Z	200	added ('OK')	text/html	etag:%229bdc-664dbb15-a721fcd736837458;gz%22	https://blogzine.webestica.com/author.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/author.html	(from https://blogzine.webestica.com/)
13:53:21	41548/41548	---M-Z	200	added ('OK')	text/html	etag:%22a24c-664dbb15-9aeb09991082e746;gz%22	https://blogzine.webestica.com/categories.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/categories.html	(from https://blogzine.webestica.com/)
13:53:21	43524/43524	---M-Z	200	added ('OK')	text/html	etag:%22aa04-664dbb16-9af84fde6c880294;gz%22	https://blogzine.webestica.com/categories-2.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/categories-2.html	(from https://blogzine.webestica.com/)
13:53:21	38270/38270	---M-Z	200	added ('OK')	text/html	etag:%22957e-664dbb13-562d6f3580757881;gz%22	https://blogzine.webestica.com/tag.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/tag.html	(from https://blogzine.webestica.com/)
13:53:21	34867/34867	---M-Z	200	added ('OK')	text/html	etag:%228833-664dbb11-d79d0194fe216eb3;gz%22	https://blogzine.webestica.com/search-result.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/search-result.html	(from https://blogzine.webestica.com/)
13:53:22	28857/28857	---M-Z	200	added ('OK')	text/html	etag:%2270b9-664dbb13-3775bab6695da3b3;gz%22	https://blogzine.webestica.com/signup.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/signup.html	(from https://blogzine.webestica.com/)
13:53:22	29316/29316	---M-Z	200	added ('OK')	text/html	etag:%227284-664dbb14-10f3c56ffe2fb0a1;gz%22	https://blogzine.webestica.com/404.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/404.html	(from https://blogzine.webestica.com/)
13:53:22	9757/9757	---M-Z	200	added ('OK')	text/html	etag:%22261d-664dbb21-f04d6f4fc4b9753f;gz%22	https://blogzine.webestica.com/offline.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/offline.html	(from https://blogzine.webestica.com/)
13:53:23	12144/12144	---M-Z	200	added ('OK')	text/html	etag:%222f70-664dbb97-62566fe13da6b12d;gz%22	https://blogzine.webestica.com/docs/index.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/docs/index.html	(from https://blogzine.webestica.com/)
13:53:23	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Jun%202024%2012:53:25%20GMT	https://blogzine.webestica.com/rtl	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/rtl	(from https://blogzine.webestica.com/)
13:53:23	35818/35818	---M-Z	200	added ('OK')	text/html	etag:%228bea-664dbb0b-78ed4973d1dd6da4;gz%22	https://blogzine.webestica.com/post-grid-4-col.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-grid-4-col.html	(from https://blogzine.webestica.com/)
13:53:23	72647/72647	---M-Z	200	added ('OK')	text/html	etag:%2211bc7-664dbc32-5edfe3a0b2c33165;gz%22	https://blogzine.webestica.com/rtl/	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/rtl/index.html	(from https://blogzine.webestica.com/)
13:53:24	39071/39071	---M-Z	200	added ('OK')	text/html	etag:%22989f-664dbb0b-b4b860e6994c6df;gz%22	https://blogzine.webestica.com/post-grid-masonry.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-grid-masonry.html	(from https://blogzine.webestica.com/)
13:53:24	39655/39655	---M-Z	200	added ('OK')	text/html	etag:%229ae7-664dbb0c-d2fd494db26fff5d;gz%22	https://blogzine.webestica.com/post-grid-masonry-filter.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-grid-masonry-filter.html	(from https://blogzine.webestica.com/)
13:53:24	45806/45806	---M-Z	200	added ('OK')	text/html	etag:%22b2ee-664dbb0c-6e2a406d0eb3a327;gz%22	https://blogzine.webestica.com/post-large-and-grid.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-large-and-grid.html	(from https://blogzine.webestica.com/)
13:53:25	42504/42504	---M-Z	200	added ('OK')	text/html	etag:%22a608-664dbb0d-74d72e46b6838458;gz%22	https://blogzine.webestica.com/post-list.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-list.html	(from https://blogzine.webestica.com/)
13:53:25	36678/36678	---M-Z	200	added ('OK')	text/html	etag:%228f46-664dbb0d-6466887ca09d89f;gz%22	https://blogzine.webestica.com/post-list-2.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-list-2.html	(from https://blogzine.webestica.com/)
13:53:26	39075/39075	---M-Z	200	added ('OK')	text/html	etag:%2298a3-664dbb0e-c0975e8c84ce34fb;gz%22	https://blogzine.webestica.com/post-overlay.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-overlay.html	(from https://blogzine.webestica.com/)
13:53:26	41473/41473	---M-Z	200	added ('OK')	text/html	etag:%22a201-664dbb23-339bcf0c35467d53;gz%22	https://blogzine.webestica.com/post-cards.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-cards.html	(from https://blogzine.webestica.com/)
13:53:27	52881/52881	---M-Z	200	added ('OK')	text/html	etag:%22ce91-664dbb11-8f9ed137abd85122;gz%22	https://blogzine.webestica.com/post-types.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-types.html	(from https://blogzine.webestica.com/)
13:53:27	53135/53135	---M-Z	200	added ('OK')	text/html	etag:%22cf8f-664dbb0e-709c6011c8273f44;gz%22	https://blogzine.webestica.com/post-single.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-single.html	(from https://blogzine.webestica.com/)
13:53:27	49580/49580	---M-Z	200	added ('OK')	text/html	etag:%22c1ac-664dbb0f-12d45c4b0c83f350;gz%22	https://blogzine.webestica.com/post-single-2.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-single-2.html	(from https://blogzine.webestica.com/)
13:53:28	39289/39289	---M-Z	200	added ('OK')	text/html	etag:%229979-664dbb0f-5e3499cd24bee7c3;gz%22	https://blogzine.webestica.com/post-single-3.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-single-3.html	(from https://blogzine.webestica.com/)
13:53:28	47031/47031	---M-Z	200	added ('OK')	text/html	etag:%22b7b7-664dbb10-b0fe2a63b8e9c3d2;gz%22	https://blogzine.webestica.com/post-single-4.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-single-4.html	(from https://blogzine.webestica.com/)
13:53:28	54896/54896	---M-Z	200	added ('OK')	text/html	etag:%22d670-664dbb10-203942a948dfb7c1;gz%22	https://blogzine.webestica.com/post-single-5.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-single-5.html	(from https://blogzine.webestica.com/)
13:53:28	37318/37318	---M-Z	200	added ('OK')	text/html	etag:%2291c6-664dbb10-be304b2eda13bcd6;gz%22	https://blogzine.webestica.com/post-single-6.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/post-single-6.html	(from https://blogzine.webestica.com/)
13:53:28	38745/38745	---M-Z	200	added ('OK')	text/html	etag:%229759-664dbb22-394c44e6a53f545a;gz%22	https://blogzine.webestica.com/podcast-single.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/podcast-single.html	(from https://blogzine.webestica.com/)
13:53:29	34863/34863	---M-Z	200	added ('OK')	text/html	etag:%22882f-664dbb22-b8b24d8bcbd6d5d4;gz%22	https://blogzine.webestica.com/pagination-styles.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/pagination-styles.html	(from https://blogzine.webestica.com/)
13:53:30	76189/76189	---M--	200	added ('OK')	image/jpeg	etag:%221299d-63e22d51-86c337373b07074c;;;%22	https://blogzine.webestica.com/assets/images/blog/16by9/small/02.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/16by9/small/02.jpg	(from https://blogzine.webestica.com/)
13:53:30	31274/31274	---M--	200	added ('OK')	image/jpeg	etag:%227a2a-63e22d52-114e10443859f777;;;%22	https://blogzine.webestica.com/assets/images/blog/16by9/small/03.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/16by9/small/03.jpg	(from https://blogzine.webestica.com/)
13:53:30	42964/42964	---M-Z	200	added ('OK')	text/html	etag:%22a7d4-664dbb17-20232cc480e34af3;gz%22	https://blogzine.webestica.com/dashboard.html	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/dashboard.html	(from https://blogzine.webestica.com/)
13:53:31	72636/72636	---M--	200	added ('OK')	image/jpeg	etag:%2211bbc-63e22d51-ec1c39f1dd1426a5;;;%22	https://blogzine.webestica.com/assets/images/blog/16by9/small/01.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/16by9/small/01.jpg	(from https://blogzine.webestica.com/)
13:53:31	8432/8432	---M--	200	added ('OK')	image/jpeg	etag:%2220f0-63e22cfe-24daa05a1ad2e905;;;%22	https://blogzine.webestica.com/assets/images/avatar/11.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/11.jpg	(from https://blogzine.webestica.com/)
13:53:33	92502/92502	---M--	200	added ('OK')	image/jpeg	etag:%2216956-63e22d20-f4c6d423791fa3b2;;;%22	https://blogzine.webestica.com/assets/images/blog/1by1/01.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/1by1/01.jpg	(from https://blogzine.webestica.com/)
13:53:33	68250/68250	---M--	200	added ('OK')	image/jpeg	etag:%2210a9a-63e22d22-923e25ce563dd3ba;;;%22	https://blogzine.webestica.com/assets/images/blog/1by1/04.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/1by1/04.jpg	(from https://blogzine.webestica.com/)
13:53:33	9088/9088	---M--	200	added ('OK')	image/jpeg	etag:%222380-63e22cfb-7f77325e78e969c8;;;%22	https://blogzine.webestica.com/assets/images/avatar/01.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/01.jpg	(from https://blogzine.webestica.com/)
13:53:34	234394/234394	---M--	200	added ('OK')	image/jpeg	etag:%223939a-63e22d22-8e3d7557662b8c90;;;%22	https://blogzine.webestica.com/assets/images/blog/1by1/03.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/1by1/03.jpg	(from https://blogzine.webestica.com/)
13:53:34	13092/13092	---M--	200	added ('OK')	image/jpeg	etag:%223324-63e22cfb-523df15607369199;;;%22	https://blogzine.webestica.com/assets/images/avatar/02.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/02.jpg	(from https://blogzine.webestica.com/)
13:53:35	209197/209197	---M--	200	added ('OK')	image/jpeg	etag:%223312d-63e22d21-194c4570cd2790dc;;;%22	https://blogzine.webestica.com/assets/images/blog/1by1/02.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/1by1/02.jpg	(from https://blogzine.webestica.com/)
13:53:35	108372/108372	---M--	200	added ('OK')	image/jpeg	etag:%221a754-63e22d39-a799ac4c32548adf;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/06.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/06.jpg	(from https://blogzine.webestica.com/)
13:53:35	9013/9013	---M--	200	added ('OK')	image/jpeg	etag:%222335-63e22cfb-88164118c6a12a66;;;%22	https://blogzine.webestica.com/assets/images/avatar/03.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/03.jpg	(from https://blogzine.webestica.com/)
13:53:37	262095/262095	---M--	200	added ('OK')	image/jpeg	etag:%223ffcf-63e22d38-5628c7959b4cf5fa;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/03.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/03.jpg	(from https://blogzine.webestica.com/)
13:53:37	371593/371593	---M--	200	added ('OK')	image/jpeg	etag:%225ab89-63e22d37-2840bf77877d4f64;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/01.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/01.jpg	(from https://blogzine.webestica.com/)
13:53:38	8521/8521	---M--	200	added ('OK')	image/jpeg	etag:%222149-63e22cfc-b9c8748ce21829b2;;;%22	https://blogzine.webestica.com/assets/images/avatar/05.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/05.jpg	(from https://blogzine.webestica.com/)
13:53:38	287380/287380	---M--	200	added ('OK')	image/jpeg	etag:%2246294-63e22d38-ac8ba10fc390569b;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/04.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/04.jpg	(from https://blogzine.webestica.com/)
13:53:39	7680/7680	---M--	200	added ('OK')	image/jpeg	etag:%221e00-63e22cfc-c67b8288c085d744;;;%22	https://blogzine.webestica.com/assets/images/avatar/06.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/06.jpg	(from https://blogzine.webestica.com/)
13:53:40	104539/104539	---M--	200	added ('OK')	image/jpeg	etag:%221985b-63e22d3d-7ff99e79851467f;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/12.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/12.jpg	(from https://blogzine.webestica.com/)
13:53:40	163601/163601	---M--	200	added ('OK')	image/jpeg	etag:%2227f11-63e22d37-96ee376d4c8aaf46;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/02.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/02.jpg	(from https://blogzine.webestica.com/)
13:53:41	37533/37533	---M--	200	added ('OK')	image/jpeg	etag:%22929d-63e22d5c-ba69ffece654647d;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/thumb/01.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/thumb/01.jpg	(from https://blogzine.webestica.com/)
13:53:41	57399/57399	---M--	200	added ('OK')	image/jpeg	etag:%22e037-63e22d5c-669dc1f20a589156;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/thumb/02.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/thumb/02.jpg	(from https://blogzine.webestica.com/)
13:53:41	328748/328748	---M--	200	added ('OK')	image/jpeg	etag:%225042c-63e22d39-64f7c810bfdd8548;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/05.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/05.jpg	(from https://blogzine.webestica.com/)
13:53:42	32681/32681	---M--	200	added ('OK')	image/jpeg	etag:%227fa9-63e22d5d-81a7643846116068;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/thumb/03.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/thumb/03.jpg	(from https://blogzine.webestica.com/)
13:53:42	42121/42121	---M--	200	added ('OK')	image/jpeg	etag:%22a489-63e22d5d-99aec7c000ac11ea;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/thumb/04.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/thumb/04.jpg	(from https://blogzine.webestica.com/)
13:53:43	10782/10782	---M--	200	added ('OK')	image/jpeg	etag:%222a1e-63e22cfd-ddd3af2e4c442283;;;%22	https://blogzine.webestica.com/assets/images/avatar/07.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/07.jpg	(from https://blogzine.webestica.com/)
13:53:45	122630/122630	---M--	200	added ('OK')	image/jpeg	etag:%221df06-63e22d3a-f1390a660781d4bc;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/08.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/08.jpg	(from https://blogzine.webestica.com/)
13:53:46	109707/109707	---M--	200	added ('OK')	image/jpeg	etag:%221ac8b-63e22d3b-e61697a09f8ec1d9;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/07.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/07.jpg	(from https://blogzine.webestica.com/)
13:53:46	321448/321448	---M--	200	added ('OK')	image/png	etag:%224e7a8-63e22cf4-eb706dd7a119438c;;;%22	https://blogzine.webestica.com/assets/images/adv.png	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/adv.png	(from https://blogzine.webestica.com/)
13:53:46	6899/6899	---M--	200	added ('OK')	image/jpeg	etag:%221af3-63e22cfd-b41efa25297f06b6;;;%22	https://blogzine.webestica.com/assets/images/avatar/09.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/09.jpg	(from https://blogzine.webestica.com/)
13:53:47	92145/92145	---M--	200	added ('OK')	image/jpeg	etag:%22167f1-63e22d3b-e71cdac63d8f69fc;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/09.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/09.jpg	(from https://blogzine.webestica.com/)
13:53:47	8133/8133	---M--	200	added ('OK')	image/jpeg	etag:%221fc5-63e22cfd-57c22c176d424dd2;;;%22	https://blogzine.webestica.com/assets/images/avatar/10.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/10.jpg	(from https://blogzine.webestica.com/)
13:53:47	11713/11713	---M--	200	added ('OK')	image/jpeg	etag:%222dc1-63e22cfe-5f1d1617c41a5782;;;%22	https://blogzine.webestica.com/assets/images/avatar/12.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/avatar/12.jpg	(from https://blogzine.webestica.com/)
13:53:48	4153/4153	---M-Z	200	added ('OK')	image/svg+xml	etag:%221039-63e22cf7-4290466a168be9ef;gz%22	https://blogzine.webestica.com/assets/images/logo-footer.svg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/logo-footer.svg	(from https://blogzine.webestica.com/)
13:53:48	104874/104874	---M--	200	added ('OK')	image/jpeg	etag:%22199aa-63e22d3c-6155e72040884cd0;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/11.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/11.jpg	(from https://blogzine.webestica.com/)
13:53:48	110290/110290	---M--	200	added ('OK')	image/jpeg	etag:%221aed2-63e22d3c-c2a3f250ec56bf8d;;;%22	https://blogzine.webestica.com/assets/images/blog/4by3/10.jpg	C:/Users/User/Downloads/TW-blog/blogzine.webestica.com/assets/images/blog/4by3/10.jpg	(from https://blogzine.webestica.com/)
